batch,position,earliest_layer,final_pred
0,1049,2,3006
0,1051,20,270
0,1052,20,8605
0,1073,19,14
0,1076,14,957
0,1077,15,21
0,1079,8,1320
0,1088,19,14
0,1091,20,468
0,1097,20,468
0,1103,20,270
0,1110,19,362
0,1142,20,344
0,1155,19,4608
0,1164,20,41882
0,1166,20,455
0,1175,17,86738
0,1178,20,295
0,1184,20,455
0,1185,20,436
0,1198,20,270
0,1202,20,16607
0,1205,20,1341
0,1208,19,603
0,1222,16,2486
0,1225,11,33
0,1226,20,334
0,1228,2,377
0,1230,15,3701
0,1233,18,16
0,1234,16,790
0,1237,20,477
0,1240,16,957
0,1241,20,19
0,1242,20,304
0,1244,19,19
0,1260,20,790
0,1263,19,2846
0,1264,15,3652
0,1265,20,468
0,1268,18,2753
0,1276,19,59055
0,1283,3,9886
0,1290,18,42926
0,1305,17,32023
0,1309,16,8642
0,1317,20,223
0,1324,19,270
0,1328,15,2755
0,1346,13,12053
0,1358,19,455
0,1362,20,344
0,1365,19,16
0,1367,17,13459
0,1369,20,295
0,1370,9,5004
0,1382,15,1204
0,1386,20,832
0,1389,10,2755
0,1437,6,377
0,1440,17,5865
0,1455,20,16
0,1459,17,29007
0,1462,10,2755
0,1478,18,295
0,1490,8,16765
0,1505,2,10562
0,1515,20,603
0,1516,1,304
0,1518,20,603
0,1537,16,8642
0,1546,13,6808
0,1548,19,455
0,1550,8,1141
0,1569,1,1173
0,1570,18,16
0,1589,16,5381
0,1604,20,260
0,1607,15,12987
0,1616,20,477
0,1621,20,270
0,1623,13,10659
0,1631,20,295
0,1632,20,270
0,1652,14,20
0,1653,20,1473
0,1655,19,4063
0,1662,20,436
0,1678,19,440
0,1679,20,270
0,1689,13,1192
0,1691,16,5381
0,1694,18,1505
0,1698,3,294
0,1706,17,8521
0,1732,18,4063
0,1740,11,3211
0,1750,14,294
0,1756,18,11353
0,1771,18,15844
0,1782,1,671
0,1784,15,855
0,1788,17,5381
0,1789,13,477
0,1794,4,412
0,1810,19,440
0,1813,20,270
0,1817,20,3061
0,1819,16,566
0,1824,19,270
0,1845,9,15
0,1846,6,588
0,1851,20,513
0,1853,17,3417
0,1857,20,260
0,1858,18,2310
0,1864,19,270
0,1867,13,1192
0,1869,20,834
0,1907,18,26
0,1911,20,270
0,1932,20,16
0,1957,1,89271
0,1962,19,270
0,1963,20,7407
0,1977,17,2501
0,1981,17,793
0,1983,20,16
0,1986,20,515
0,2007,17,15291
0,2024,15,294
0,2043,17,23006
0,2045,17,362
0,2047,20,12734
1,8,15,13841
1,11,2,907
1,13,12,223
1,19,18,23807
1,20,20,515
1,31,18,5476
1,34,20,515
1,64,20,881
1,70,20,16
1,86,18,11275
1,101,20,16
1,102,20,270
1,113,14,995
1,115,19,270
1,118,19,811
1,122,20,442
1,125,16,430
1,131,20,16
1,138,16,14
1,139,20,305
1,144,20,14
1,149,19,24135
1,151,1,671
1,155,19,2389
1,158,20,14
1,161,14,294
1,165,20,14
1,174,19,881
1,175,20,881
1,197,19,295
1,198,20,270
1,218,15,8033
1,236,16,1141
1,237,20,14
1,242,2,1047
1,254,20,477
1,267,19,1350
1,273,20,294
1,283,19,396
1,289,20,295
1,309,19,538
1,314,7,6345
1,333,18,294
1,335,18,41485
1,348,19,305
1,349,17,2845
1,362,15,550
1,371,20,786
1,382,17,3513
1,389,20,14
1,393,20,538
1,396,20,305
1,413,18,304
1,422,19,2352
1,427,19,366
1,428,19,15163
1,440,20,305
1,453,13,2428
1,463,20,305
1,464,18,51206
1,465,13,2428
1,473,18,8840
1,479,16,1964
1,483,16,24231
1,485,18,14
1,509,19,538
1,526,10,11
1,528,19,294
1,529,7,3880
1,547,20,14
1,550,16,5210
1,555,20,14
1,565,15,223
1,570,18,25
1,574,14,27
1,576,15,15
1,603,18,14
1,622,19,5629
1,623,18,16
1,642,17,11454
1,643,19,223
1,655,17,603
1,660,19,1302
1,661,14,22
1,666,19,14
1,672,15,223
1,707,14,2382
1,717,20,260
1,724,3,396
1,726,16,7239
1,729,16,18252
1,732,19,515
1,742,19,3459
1,758,7,4047
1,764,15,435
1,780,9,15
1,799,9,223
1,818,17,223
1,822,15,15
1,823,20,9777
1,827,2,223
1,834,16,9288
1,842,18,14
1,851,1,108562
1,853,20,3865
1,863,16,1831
1,865,19,14
1,870,17,7239
1,905,20,2845
1,914,1,85
1,920,20,270
1,933,17,51206
1,938,19,1166
1,941,1,294
1,946,18,260
1,962,13,754
1,967,20,304
1,969,18,10170
1,972,19,1166
1,974,18,9866
1,983,18,294
1,1015,19,14
1,1020,20,14
1,1024,19,270
1,1045,18,223
1,1047,20,14
1,1050,19,14
1,1051,20,305
1,1056,17,20674
1,1059,19,2010
1,1060,19,223
1,1080,19,1302
1,1089,16,3880
1,1108,18,2173
1,1112,19,270
1,1149,19,24
1,1154,19,18378
1,1163,20,2231
1,1164,20,3729
1,1170,20,432
1,1186,1,14
1,1189,19,437
1,1196,17,51206
1,1214,20,611
1,1215,20,260
1,1216,18,4053
1,1220,15,9642
1,1223,14,4109
1,1228,20,14
1,1236,15,8809
1,1240,20,16
1,1243,15,10437
1,1250,19,304
1,1251,18,9866
1,1254,2,1047
1,1255,20,2006
1,1258,18,513
1,1267,19,14
1,1276,17,9866
1,1278,9,428
1,1279,17,51206
1,1281,20,14
1,1287,15,223
1,1288,20,25
1,1292,18,11251
1,1293,2,18
1,1324,20,14
1,1340,8,468
1,1341,19,515
1,1356,18,9070
1,1357,20,14
1,1364,19,305
1,1370,20,270
1,1374,20,10163
1,1376,20,295
1,1388,19,11694
1,1394,20,14
1,1405,19,1805
1,1407,20,294
1,1421,10,366
1,1423,20,3353
1,1434,16,37686
1,1437,20,305
1,1455,20,14
1,1462,18,265
1,1468,19,14
1,1474,18,1166
1,1495,20,603
1,1497,3,295
1,1505,17,97576
1,1506,16,6369
1,1536,20,16
1,1539,20,3155
1,1542,19,344
1,1544,19,554
1,1556,20,305
1,1559,19,1687
1,1586,19,14
1,1588,11,836
1,1589,11,9306
1,1594,20,14
1,1596,20,14
1,1610,17,538
1,1626,4,288
1,1627,20,295
1,1629,20,1359
1,1635,14,4747
1,1655,20,2910
1,1656,17,513
1,1663,20,295
1,1673,20,16
1,1678,20,14
1,1682,19,1577
1,1692,2,1559
1,1709,9,63
1,1735,16,1867
1,1745,20,294
1,1751,20,14
1,1753,18,1166
1,1755,14,342
1,1762,16,2154
1,1769,19,223
1,1783,17,6360
1,1784,19,6360
1,1795,19,603
1,1812,18,9353
1,1828,19,344
1,1830,20,270
1,1840,19,515
1,1845,18,5429
1,1848,19,16
1,1852,19,4053
1,1858,20,270
1,1866,15,412
1,1883,20,836
1,1886,20,515
1,1898,20,270
1,1925,20,3924
1,1930,2,3584
1,1948,20,14
1,1951,15,4053
1,1952,20,881
1,1954,19,16
1,1956,20,7218
1,1966,20,14
1,1973,19,30023
1,1974,13,396
1,1990,19,304
1,1999,16,5429
1,2016,19,1166
1,2019,2,304
1,2028,20,611
1,2029,1,304
1,2035,20,4443
1,2037,19,305
1,2044,10,515
2,13,19,7
2,14,19,270
2,17,19,304
2,23,17,553
2,29,17,223
2,30,20,19
2,47,19,3452
2,52,18,55459
2,53,20,55459
2,57,19,23332
2,66,20,5037
2,72,15,18
2,75,20,14
2,89,14,4476
2,102,18,304
2,108,5,8095
2,113,14,2352
2,115,20,541
2,131,18,223
2,132,18,20
2,142,17,223
2,166,20,1457
2,168,20,25228
2,215,20,270
2,217,5,412
2,234,19,4537
2,243,19,16
2,247,20,2875
2,248,20,305
2,252,18,1522
2,261,18,8740
2,263,13,8095
2,266,2,304
2,273,19,343
2,281,20,755
2,285,18,305
2,292,20,14
2,303,3,307
2,309,18,509
2,312,19,14
2,313,19,1669
2,326,1,294
2,338,20,14
2,358,19,7896
2,369,16,1892
2,380,18,49605
2,401,18,25228
2,404,15,223
2,409,18,49605
2,421,1,294
2,427,20,201
2,430,19,201
2,437,7,51269
2,447,18,24807
2,449,20,223
2,459,19,343
2,463,18,16
2,470,1,513
2,472,3,966
2,473,17,51735
2,476,20,14
2,481,3,307
2,487,18,55459
2,489,5,85
2,513,14,22
2,518,15,223
2,533,20,270
2,539,20,515
2,561,14,360
2,577,20,49605
2,594,17,19
2,616,10,11
2,627,20,305
2,629,10,881
2,641,20,19
2,646,20,455
2,654,10,881
2,656,20,49605
2,665,20,553
2,685,17,16
2,690,17,881
2,696,20,3157
2,701,14,8095
2,713,17,75
2,717,19,223
2,733,15,7
2,739,2,294
2,743,20,14
2,744,19,16
2,752,1,304
2,761,18,1312
2,763,16,579
2,786,19,343
2,792,15,223
2,796,20,12153
2,821,16,75354
2,842,20,55459
2,868,20,3157
2,882,17,366
2,889,5,8716
2,890,15,14
2,907,19,305
2,908,18,55459
2,913,20,515
2,918,20,270
2,922,19,270
2,931,20,8336
2,936,20,270
2,937,20,295
2,944,19,294
2,945,13,223
2,957,20,850
2,962,20,305
2,973,14,72780
2,981,15,864
2,983,20,455
2,984,9,881
2,987,17,304
2,993,16,77161
2,996,14,38
2,1004,1,14
2,1013,14,8095
2,1021,9,12775
2,1026,20,294
2,1027,17,16060
2,1031,20,49605
2,1039,15,343
2,1044,14,754
2,1046,20,19950
2,1057,3,966
2,1058,17,51735
2,1071,19,305
2,1076,19,223
2,1082,17,8491
2,1085,11,797
2,1104,18,29585
2,1119,20,455
2,1120,15,915
2,1130,19,343
2,1140,20,294
2,1149,18,406
2,1161,17,6344
2,1163,18,25868
2,1168,20,343
2,1170,3,966
2,1171,17,51735
2,1172,16,360
2,1173,17,4028
2,1184,20,850
2,1189,15,9989
2,1192,14,23
2,1194,20,455
2,1205,20,295
2,1226,20,14
2,1235,10,7
2,1249,20,553
2,1254,20,305
2,1268,15,990
2,1271,20,21428
2,1278,20,14
2,1288,17,23
2,1303,20,16
2,1309,8,223
2,1327,13,33952
2,1333,19,16
2,1365,15,77161
2,1369,20,509
2,1370,20,295
2,1386,16,16985
2,1394,16,104279
2,1395,20,11707
2,1408,14,990
2,1409,20,2006
2,1413,20,295
2,1435,18,881
2,1436,19,80029
2,1443,11,1320
2,1446,17,19
2,1457,19,14037
2,1464,19,3441
2,1467,20,19950
2,1475,17,41705
2,1495,14,88
2,1497,5,51269
2,1502,19,270
2,1503,20,5264
2,1524,20,14
2,1525,20,541
2,1528,20,2597
2,1536,20,270
2,1596,2,294
2,1599,20,270
2,1601,20,3367
2,1609,20,343
2,1612,19,1480
2,1623,13,797
2,1626,20,305
2,1657,12,601
2,1672,17,43030
2,1679,20,23332
2,1686,2,294
2,1695,19,16
2,1698,19,21428
2,1722,20,223
2,1723,14,9422
2,1724,15,223
2,1727,14,16060
2,1732,20,7
2,1734,15,223
2,1737,9,8370
2,1758,20,455
2,1760,18,14498
2,1775,17,304
2,1777,17,601
2,1781,17,80029
2,1790,10,538
2,1794,17,14438
2,1801,20,19
2,1806,2,304
2,1807,15,260
2,1808,16,26059
2,1823,14,710
2,1831,18,14
2,1838,1,3396
2,1841,20,23
2,1849,20,15
2,1853,19,515
2,1854,2,1047
2,1867,3,71
2,1870,2,671
2,1875,16,75354
2,1884,16,19
2,1888,20,23332
2,1897,19,295
2,1898,19,270
2,1905,16,9989
2,1920,17,327
2,1921,15,22
2,1927,19,29394
2,1928,20,11707
2,1951,10,8370
2,1955,15,223
2,1967,16,9006
2,1970,18,49605
2,1981,20,270
2,1983,19,14186
2,1991,8,51269
2,1998,2,304
2,2000,17,50083
2,2001,18,55459
2,2002,17,75354
2,2004,19,15029
2,2008,20,67
2,2029,2,294
2,2033,15,343
2,2036,2,1047
3,0,20,305
3,2,20,201
3,7,20,14
3,18,20,305
3,20,3,53
3,46,20,270
3,48,20,442
3,49,20,28208
3,51,16,9624
3,53,18,40533
3,59,15,223
3,68,20,201
3,72,10,91405
3,76,20,2622
3,78,19,366
3,82,19,38498
3,88,19,1715
3,95,18,628
3,97,19,759
3,102,18,628
3,107,20,4072
3,110,12,39
3,120,19,628
3,147,17,13111
3,155,18,437
3,162,16,6588
3,164,18,55
3,170,20,14
3,201,18,14
3,243,18,270
3,244,16,21018
3,250,17,13977
3,275,20,344
3,284,20,270
3,287,18,305
3,289,15,25900
3,290,20,2123
3,293,14,22775
3,297,1,1487
3,299,14,20
3,308,14,2755
3,310,17,13977
3,317,20,855
3,324,1,85
3,333,18,7341
3,336,17,4666
3,339,20,3197
3,341,15,10902
3,343,10,10902
3,359,20,270
3,372,17,418
3,375,20,305
3,382,20,14
3,390,17,7053
3,391,19,7531
3,399,20,14
3,418,20,302
3,423,17,21185
3,424,18,304
3,428,11,782
3,441,20,344
3,456,20,344
3,462,18,27628
3,465,19,16947
3,474,20,19
3,482,10,995
3,483,16,45952
3,492,19,936
3,494,18,13977
3,495,20,4256
3,499,17,45952
3,501,20,603
3,522,19,305
3,524,3,21816
3,533,1,1487
3,547,16,469
3,551,17,36007
3,555,20,366
3,574,12,2622
3,576,19,1522
3,580,20,2933
3,590,17,25304
3,594,12,45881
3,612,14,4011
3,632,16,782
3,638,1,1487
3,645,20,778
3,679,1,1487
3,681,20,3939
3,712,18,16
3,720,1,4935
3,736,20,260
3,737,13,2195
3,741,20,304
3,742,18,782
3,754,19,260
3,759,20,16
3,785,16,1894
3,788,20,14
3,792,20,396
3,798,1,1487
3,817,19,16
3,825,19,16
3,829,20,373
3,850,20,304
3,858,20,28
3,860,9,27
3,869,16,51181
3,880,20,420
3,893,19,16
3,916,18,14
3,931,17,31933
3,946,14,27
3,950,15,10
3,958,18,201
3,964,19,446
3,978,14,4256
3,988,17,223
3,989,6,792
3,1000,19,603
3,1003,20,272
3,1007,15,14
3,1011,20,6611
3,1020,19,1668
3,1025,6,792
3,1053,18,552
3,1061,20,28
3,1074,20,19
3,1079,19,16
3,1084,18,14
3,1102,16,294
3,1103,19,3810
3,1105,15,223
3,1114,20,2686
3,1118,17,31933
3,1120,16,10454
3,1148,19,46
3,1165,16,28
3,1168,19,7554
3,1172,20,17327
3,1178,17,120869
3,1182,17,13977
3,1187,18,16
3,1188,19,8112
3,1206,18,10446
3,1207,20,437
3,1208,19,14
3,1212,16,36007
3,1231,19,223
3,1236,19,779
3,1242,20,10739
3,1245,18,1937
3,1248,20,14
3,1249,1,455
3,1256,16,23910
3,1263,19,14
3,1265,6,643
3,1276,20,223
3,1280,3,392
3,1281,12,45025
3,1287,17,21
3,1303,17,13369
3,1305,19,22
3,1309,20,420
3,1321,17,23
3,1322,6,643
3,1325,20,1
3,1331,16,11982
3,1343,16,16
3,1354,16,18267
3,1364,14,2605
3,1368,17,16
3,1374,20,14
3,1378,16,41129
3,1385,20,16
3,1391,1,8691
3,1392,15,223
3,1403,20,19
3,1411,19,356
3,1418,16,9243
3,1419,19,16
3,1426,18,16
3,1427,16,45643
3,1434,12,792
3,1436,18,14
3,1441,14,2605
3,1442,10,223
3,1444,19,16222
3,1451,20,406
3,1455,20,406
3,1475,13,3998
3,1540,14,2605
3,1544,11,553
3,1549,20,14
3,1552,20,334
3,1553,15,28
3,1569,18,223
3,1570,20,560
3,1574,17,717
3,1580,20,19
3,1591,19,373
3,1603,10,1788
3,1612,6,334
3,1617,17,46556
3,1619,20,270
3,1630,6,643
3,1639,18,736
3,1665,20,260
3,1666,17,21812
3,1675,15,983
3,1687,19,270
3,1689,15,442
3,1690,19,2038
3,1695,20,455
3,1701,20,1505
3,1713,20,270
3,1732,1,9421
3,1735,20,344
3,1736,20,270
3,1737,20,579
3,1738,20,3252
3,1743,1,671
3,1747,16,41723
3,1748,20,201
3,1749,20,15
3,1759,17,6341
3,1780,19,304
3,1781,8,3551
3,1790,16,2041
3,1802,20,270
3,1811,20,1762
3,1824,20,16
3,1835,20,1205
3,1839,18,366
3,1851,15,201
3,1872,13,1055
3,1882,20,5572
3,1885,20,223
3,1895,18,20
3,1907,16,304
3,1913,19,588
3,1949,18,96464
3,1960,19,603
3,1964,15,41723
3,1967,18,18877
3,1968,20,344
3,1969,15,1505
3,1978,18,5949
3,1984,20,14
3,1990,20,270
3,1991,19,2883
3,2018,1,455
3,2024,14,18877
3,2029,19,4456
3,2031,19,759
3,2040,8,26170
4,11,17,8521
4,13,20,260
4,17,18,304
4,21,18,10165
4,22,19,29675
4,24,19,270
4,26,19,477
4,40,20,469
4,46,19,436
4,54,20,2859
4,55,20,14
4,58,7,1888
4,59,20,344
4,65,20,588
4,71,20,1762
4,73,16,2455
4,97,19,260
4,98,13,7008
4,104,17,304
4,135,20,362
4,141,20,1178
4,154,20,344
4,167,20,16
4,168,20,406
4,180,17,28106
4,181,17,16618
4,187,15,2662
4,204,16,588
4,212,20,344
4,213,17,2455
4,216,16,440
4,226,19,469
4,279,19,270
4,280,17,6276
4,284,17,3701
4,293,18,14
4,297,20,270
4,299,20,477
4,300,12,1688
4,302,20,14
4,333,20,51542
4,345,20,305
4,359,20,305
4,363,13,3939
4,364,8,851
4,368,19,16
4,393,20,5418
4,405,17,440
4,406,16,440
4,407,19,477
4,411,19,16
4,414,20,270
4,417,14,6822
4,427,20,455
4,430,20,270
4,437,15,1066
4,458,18,16
4,461,20,850
4,471,13,25692
4,480,18,304
4,510,18,16
4,534,14,851
4,549,14,2352
4,553,15,23024
4,560,17,1688
4,564,17,57428
4,571,19,538
4,580,20,57428
4,582,19,260
4,586,2,362
4,597,17,23024
4,605,19,362
4,622,19,16440
4,624,20,14
4,626,11,1009
4,628,17,294
4,630,20,344
4,633,16,5288
4,644,19,305
4,660,20,305
4,662,18,304
4,665,11,2359
4,668,20,4735
4,672,11,440
4,673,20,344
4,679,16,16
4,682,20,9495
4,689,20,294
4,700,17,57428
4,704,20,305
4,710,17,4563
4,722,20,14
4,740,20,270
4,742,5,6558
4,754,20,16
4,769,16,23024
4,770,17,344
4,787,20,344
4,795,20,455
4,803,20,9495
4,808,19,14
4,809,20,6337
4,815,19,45348
4,816,20,3609
4,824,20,20952
4,825,15,16010
4,826,20,344
4,844,20,260
4,847,19,14
4,849,19,344
4,872,19,16
4,878,20,3157
4,881,17,477
4,887,20,455
4,889,17,23024
4,893,20,71754
4,907,19,16
4,919,19,270
4,920,20,31262
4,923,17,23024
4,933,19,513
4,938,19,294
4,943,1,671
4,953,20,1748
4,954,15,6749
4,956,15,440
4,969,20,455
4,984,20,9719
4,992,15,16
4,1014,20,1469
4,1015,15,440
4,1017,17,5901
4,1027,13,14011
4,1033,15,304
4,1036,16,294
4,1039,19,16
4,1051,19,9719
4,1064,10,47910
4,1068,18,14011
4,1081,17,72093
4,1089,20,344
4,1103,20,57428
4,1107,17,18245
4,1111,13,1290
4,1129,20,477
4,1139,17,7284
4,1144,18,588
4,1172,20,16
4,1185,20,78328
4,1186,20,1039
4,1206,20,16
4,1210,20,260
4,1215,10,12921
4,1249,16,13768
4,1257,19,603
4,1259,20,270
4,1267,20,1347
4,1276,15,8851
4,1279,18,7142
4,1290,1,294
4,1291,16,3342
4,1292,20,14
4,1300,19,3772
4,1301,20,14
4,1306,19,294
4,1307,18,5909
4,1319,20,8213
4,1322,1,14
4,1328,20,362
4,1336,20,260
4,1359,20,990
4,1363,20,305
4,1368,16,12486
4,1369,20,3342
4,1381,20,344
4,1384,19,362
4,1388,4,14
4,1396,20,294
4,1399,20,270
4,1403,20,270
4,1413,20,270
4,1419,20,4433
4,1421,20,769
4,1424,18,294
4,1434,19,1826
4,1441,20,14
4,1453,15,430
4,1461,16,6382
4,1466,20,305
4,1471,20,603
4,1487,15,1855
4,1490,19,3431
4,1495,19,16
4,1517,20,270
4,1521,20,2906
4,1522,20,260
4,1537,18,6543
4,1543,18,121446
4,1554,19,9605
4,1556,19,3342
4,1558,13,808
4,1569,16,294
4,1575,20,6543
4,1585,20,554
4,1594,1,14
4,1605,15,811
4,1627,20,14
4,1630,17,18749
4,1646,18,294
4,1654,20,477
4,1658,1,294
4,1660,15,538
4,1707,19,778
4,1709,13,105750
4,1710,19,270
4,1720,20,305
4,1761,5,412
4,1773,17,7133
4,1774,20,14
4,1776,19,832
4,1790,20,8213
4,1795,20,366
4,1796,20,260
4,1800,14,32329
4,1801,18,603
4,1824,20,4047
4,1847,20,270
4,1864,16,9624
4,1865,18,113080
4,1876,20,260
4,1899,20,477
4,1910,20,270
4,1919,19,13526
4,1921,19,3607
4,1925,20,14
4,1927,20,305
4,1932,19,2662
4,1940,20,16
4,1953,16,15074
4,1958,14,33213
4,1963,20,305
4,1966,20,418
4,1969,20,2662
4,1974,14,4086
4,1978,19,603
4,1984,18,4183
4,1989,5,3012
4,2003,18,1142
4,2011,20,294
4,2012,17,1116
4,2018,20,260
4,2023,20,344
4,2034,17,469
4,2038,15,7483
4,2044,16,4890
4,2045,17,8444
5,1,20,304
5,5,17,223
5,10,20,270
5,30,2,671
5,35,20,14
5,39,20,223
5,43,15,3987
5,44,20,14
5,50,18,117328
5,52,19,28
5,64,20,396
5,65,19,10677
5,69,1,85
5,72,20,344
5,85,16,294
5,88,13,7348
5,92,20,39076
5,96,17,34053
5,101,20,3987
5,105,19,2641
5,108,11,1375
5,131,14,412
5,149,17,20450
5,157,1,671
5,166,15,25636
5,168,16,1359
5,182,20,270
5,191,20,260
5,194,20,515
5,204,1,671
5,210,20,270
5,227,17,17811
5,232,20,14
5,248,10,11
5,249,15,565
5,254,18,23
5,257,19,260
5,261,19,26071
5,262,20,344
5,265,20,28877
5,296,14,418
5,299,3,638
5,323,2,295
5,335,16,342
5,351,16,1970
5,357,20,327
5,360,20,343
5,367,15,538
5,368,19,223
5,382,20,270
5,389,15,36
5,395,3,3459
5,399,4,1911
5,406,18,16
5,418,14,513
5,438,20,643
5,441,20,455
5,465,17,10206
5,472,15,1047
5,485,20,2411
5,512,20,260
5,513,20,223
5,515,19,16
5,516,11,342
5,518,12,1099
5,523,19,304
5,527,16,1928
5,544,20,260
5,571,18,11024
5,576,20,260
5,583,20,294
5,591,14,915
5,596,20,270
5,602,19,16
5,610,20,270
5,616,17,6638
5,623,19,21304
5,631,8,18471
5,638,20,270
5,661,20,455
5,662,17,16055
5,670,20,270
5,672,10,45639
5,676,20,1499
5,677,11,12525
5,681,17,9898
5,685,20,2448
5,698,1,671
5,705,20,12164
5,751,2,9077
5,758,18,343
5,759,18,3794
5,762,12,3109
5,788,15,754
5,796,16,892
5,799,12,52233
5,800,15,797
5,802,19,270
5,816,20,9495
5,817,13,890
5,823,1,4096
5,832,1,294
5,834,17,50690
5,835,1,481
5,854,20,295
5,868,3,481
5,873,20,270
5,878,1,362
5,882,20,260
5,884,20,11024
5,894,17,16055
5,896,19,16
5,906,1,14
5,909,3,4936
5,911,20,1305
5,917,2,294
5,937,18,14
5,938,18,304
5,950,20,660
5,954,20,48
5,956,19,344
5,969,19,304
5,970,20,270
5,975,6,442
5,985,20,12775
5,989,12,4541
5,994,19,786
5,997,19,304
5,1004,20,7470
5,1006,14,13186
5,1010,6,288
5,1016,16,6628
5,1020,19,7845
5,1027,20,1473
5,1037,20,14
5,1038,1,85
5,1050,15,366
5,1064,19,295
5,1082,19,16
5,1088,15,538
5,1089,13,223
5,1090,19,1069
5,1102,4,295
5,1112,20,260
5,1122,19,305
5,1124,19,16
5,1125,20,8888
5,1144,20,8888
5,1156,19,4183
5,1173,1,294
5,1178,20,7551
5,1190,1,1585
5,1196,9,5448
5,1203,19,4183
5,1206,2,273
5,1209,16,1
5,1216,16,10144
5,1250,19,7155
5,1270,20,1347
5,1292,19,305
5,1296,1,304
5,1306,19,295
5,1319,18,1623
5,1320,20,14
5,1322,20,16
5,1327,20,305
5,1334,17,304
5,1342,20,14
5,1350,9,1999
5,1351,20,477
5,1354,10,33
5,1357,20,8174
5,1370,18,304
5,1381,14,342
5,1387,20,1277
5,1391,20,1257
5,1394,13,342
5,1398,20,270
5,1413,18,8855
5,1422,14,3939
5,1442,19,1762
5,1447,15,1722
5,1450,20,554
5,1451,20,1353
5,1458,16,8786
5,1465,20,396
5,1489,16,2359
5,1494,7,7591
5,1497,20,1669
5,1510,20,294
5,1513,14,7765
5,1523,11,342
5,1524,20,2662
5,1527,20,477
5,1528,20,270
5,1532,15,678
5,1533,10,2604
5,1538,20,305
5,1545,20,270
5,1547,20,579
5,1550,20,554
5,1555,19,342
5,1576,20,10792
5,1577,19,16
5,1579,20,16
5,1593,19,8855
5,1604,10,86
5,1631,12,342
5,1644,16,43
5,1652,18,34059
5,1669,1,418
5,1672,20,270
5,1678,1,463
5,1689,20,79998
5,1696,19,6204
5,1701,17,70716
5,1709,18,3549
5,1723,17,4933
5,1738,20,344
5,1746,20,14
5,1747,20,14
5,1761,19,2430
5,1769,13,2604
5,1785,17,3051
5,1787,19,270
5,1790,19,270
5,1795,19,1114
5,1810,18,37855
5,1818,15,37855
5,1825,20,3051
5,1833,14,1949
5,1836,20,342
5,1849,15,294
5,1853,19,342
5,1856,20,8855
5,1863,9,430
5,1875,15,554
5,1893,17,790
5,1897,18,811
5,1902,20,4646
5,1906,12,2604
5,1914,20,270
5,1926,19,33
5,1936,19,107973
5,1991,19,16
5,1997,20,2058
5,2008,16,832
5,2011,20,6892
5,2018,20,16
5,2020,19,294
5,2022,20,270
5,2025,20,611
5,2033,17,566
5,2035,17,16
5,2037,3,32325
5,2040,20,832
6,1,1,4563
6,11,19,936
6,21,19,681
6,24,19,10343
6,25,2,1231
6,69,7,261
6,86,20,223
6,99,19,305
6,102,20,17581
6,107,20,14
6,117,20,270
6,121,20,343
6,124,1,294
6,130,18,294
6,138,20,343
6,140,20,1431
6,141,18,223
6,143,20,1589
6,144,19,223
6,150,20,2463
6,155,20,3681
6,162,20,305
6,165,18,223
6,168,20,14
6,170,20,8592
6,171,18,1831
6,174,14,1809
6,183,1,27
6,184,20,14
6,191,1,14
