batch,position,earliest_layer,final_pred
2,654,17,3756
2,656,15,442
2,665,14,1353
2,685,15,3295
2,690,20,270
2,696,19,11586
2,701,16,304
2,713,20,14
2,717,20,305
2,733,18,538
2,739,18,8246
2,743,19,35327
2,744,20,270
2,752,19,881
2,761,16,881
2,763,20,2953
2,786,18,1099
2,792,20,881
2,796,17,14768
2,821,20,696
2,842,17,2604
2,868,20,305
2,882,20,1099
2,889,20,270
2,890,20,6006
2,907,20,270
2,908,20,305
2,913,20,13688
2,918,20,990
2,922,20,51101
2,931,20,396
2,936,20,16
2,937,20,16
2,944,14,2581
2,945,20,344
2,957,11,4204
2,962,20,260
2,973,19,9845
2,981,18,2604
2,983,19,1309
2,984,19,995
2,987,20,16
2,993,20,344
2,996,20,1116
2,1004,20,14
2,1013,17,11244
2,1021,13,1
2,1026,20,270
2,1027,12,11607
2,1031,20,44465
2,1039,16,39129
2,1044,15,36118
2,1046,15,39129
2,1057,20,260
2,1058,19,412
2,1071,20,16
2,1076,18,943
2,1082,19,294
2,1085,10,1047
2,1104,10,1047
2,1119,20,305
2,1120,19,201
2,1130,17,2769
2,1140,16,305
2,1149,20,6672
2,1161,20,455
2,1163,20,270
2,1168,16,1988
2,1170,20,14835
2,1171,19,304
2,1172,20,304
2,1173,15,469
2,1184,17,14
2,1189,19,344
2,1192,20,270
2,1194,19,14
2,1205,17,6129
2,1226,20,270
2,1235,20,344
2,1249,1,14
2,1254,19,107691
2,1268,10,21568
2,1271,20,344
2,1278,20,469
2,1288,20,344
2,1303,2,14
2,1309,20,1627
2,1327,7,105203
2,1333,18,396
2,1365,20,270
2,1369,20,16093
2,1370,19,2883
2,1386,19,14
2,1394,20,412
2,1395,20,270
2,1408,16,30912
2,1409,19,304
2,1413,20,9600
2,1435,20,455
2,1436,19,46126
2,1443,20,1017
2,1446,20,94714
2,1457,20,295
2,1464,20,11933
2,1467,20,11359
2,1475,20,260
2,1495,20,294
2,1497,20,16
2,1502,20,4738
2,1503,18,4738
2,1524,19,295
2,1525,20,270
2,1528,19,6545
2,1536,20,4776
2,1596,19,260
2,1599,20,270
2,1601,1,341
2,1609,12,3672
2,1612,15,4031
2,1623,16,7726
2,1626,20,23492
2,1657,20,515
2,1672,20,2058
2,1679,1,660
2,1686,5,7394
2,1695,19,270
2,1698,20,295
2,1722,15,4292
2,1723,19,14
2,1724,20,270
2,1727,20,14
2,1732,19,3269
2,1734,20,14
2,1737,19,260
2,1758,20,14
2,1760,20,14
2,1775,15,68696
2,1777,20,1722
2,1781,20,362
2,1790,3,1469
2,1794,20,6853
2,1801,14,68275
2,1806,17,1009
2,1807,20,270
2,1808,18,3400
2,1823,15,294
2,1831,20,270
2,1838,19,25353
2,1841,13,56468
2,1849,17,396
2,1853,17,4608
2,1854,15,294
2,1867,2,284
2,1870,20,6168
2,1875,20,270
2,1884,20,270
2,1888,20,14
2,1897,19,14
2,1898,18,304
2,1905,19,16
2,1920,19,16
2,1921,20,270
2,1927,19,16
2,1928,13,223
2,1951,20,304
2,1955,20,14
2,1967,20,270
2,1970,20,515
2,1981,20,793
2,1983,18,5794
2,1991,17,29894
2,1998,1,294
2,2000,16,21568
2,2001,20,16
2,2002,20,305
2,2004,14,513
2,2008,18,87
2,2029,1,1585
2,2033,17,67
2,2036,17,69
3,0,20,295
3,2,19,3431
3,7,13,1585
3,18,20,260
3,20,20,3851
3,46,15,28432
3,48,19,469
3,49,16,1737
3,51,20,270
3,53,19,366
3,59,20,260
3,68,19,270
3,72,16,477
3,76,20,14
3,78,19,14
3,82,20,16
3,88,20,14
3,95,20,295
3,97,20,4495
3,102,20,14
3,107,6,792
3,110,20,270
3,120,16,4721
3,147,20,6897
3,155,20,11
3,162,16,6680
3,164,20,2775
3,170,19,1627
3,201,1,14
3,243,7,46508
3,244,14,16018
3,250,20,23451
3,275,18,28432
3,284,16,294
3,287,19,305
3,289,19,16018
3,290,20,295
3,293,17,1602
3,297,16,1
3,299,17,759
3,308,20,270
3,310,18,6919
3,317,20,343
3,324,20,305
3,333,20,16
3,336,17,21371
3,339,5,15494
3,341,20,9684
3,343,12,1677
3,359,19,10651
3,372,16,9129
3,375,20,270
3,382,19,477
3,390,1,272
3,391,7,74039
3,399,18,91984
3,418,18,65569
3,423,20,305
3,424,19,8130
3,428,5,455
3,441,20,260
3,456,19,270
3,462,20,260
3,465,20,14
3,474,20,16
3,482,1,304
3,483,20,270
3,492,17,4888
3,494,17,759
3,495,17,611
3,499,17,28432
3,501,20,778
3,522,19,270
3,524,1,1469
3,533,18,344
3,547,2,2757
3,551,19,344
3,555,1,294
3,574,19,1205
3,576,17,305
3,580,20,671
3,590,18,294
3,594,14,5076
3,612,20,305
3,632,20,14
3,638,20,759
3,645,16,3085
3,679,18,31191
3,681,20,305
3,712,19,304
3,720,20,270
3,736,19,611
3,737,20,260
3,741,16,27124
3,742,17,10485
3,754,20,16
3,759,15,418
3,785,20,344
3,788,19,4563
3,792,17,1129
3,798,20,8343
3,817,20,16
3,825,16,387
3,829,19,436
3,850,20,455
3,858,18,1487
3,860,20,270
3,869,9,1539
3,880,20,305
3,893,2,4454
3,916,17,28432
3,931,15,8012
3,946,18,304
3,950,17,1055
3,958,19,304
3,964,20,396
3,978,20,50328
3,988,20,769
3,989,20,270
3,1000,18,88025
3,1003,20,16
3,1007,18,2352
3,1011,19,611
3,1020,19,270
3,1025,15,6299
3,1053,20,1
3,1061,20,270
3,1074,17,27124
3,1079,3,660
3,1084,19,2237
3,1102,20,362
3,1103,20,362
3,1105,19,630
3,1114,20,1331
3,1118,20,270
3,1120,20,305
3,1148,17,797
3,1165,20,270
3,1168,20,305
3,1172,12,915
3,1178,15,24080
3,1182,16,24080
3,1187,19,2237
3,1188,20,14
3,1206,20,305
3,1207,19,6253
3,1208,17,4077
3,1212,20,927
3,1231,20,270
3,1236,19,16
3,1242,20,270
3,1245,20,344
3,1248,20,362
3,1249,20,270
3,1256,18,477
3,1263,17,611
3,1265,18,377
3,1276,20,2237
3,1280,18,2237
3,1281,18,630
3,1287,20,16
3,1303,17,344
3,1305,18,33138
3,1309,19,295
3,1321,20,418
3,1322,19,513
3,1325,15,33138
3,1331,20,295
3,1343,13,3513
3,1354,20,270
3,1364,19,2420
3,1368,20,305
3,1374,11,3588
3,1378,19,850
3,1385,19,6855
3,1391,20,260
3,1392,17,11
3,1403,19,305
3,1411,10,10240
3,1418,11,3417
3,1419,20,295
3,1426,10,342
3,1427,20,305
3,1434,18,396
3,1436,20,377
3,1441,20,344
3,1442,20,396
3,1444,19,2239
3,1451,20,260
3,1455,17,305
3,1475,10,23689
3,1540,20,5569
3,1544,20,362
3,1549,19,778
3,1552,19,396
3,1553,19,270
3,1569,20,442
3,1570,20,16
3,1574,20,2887
3,1580,19,477
3,1591,20,6919
3,1603,20,295
3,1612,20,295
3,1617,2,4771
3,1619,20,75
3,1630,20,260
3,1639,20,270
3,1665,14,1840
3,1666,19,477
3,1675,19,477
3,1687,20,270
3,1689,20,270
3,1690,20,12666
3,1695,20,11707
3,1701,18,1948
3,1713,18,2572
3,1732,20,22845
3,1735,17,1350
3,1736,20,6919
3,1737,3,10096
3,1738,18,80740
3,1743,18,14374
3,1747,20,270
3,1748,20,14
3,1749,20,270
3,1759,16,7617
3,1780,2,35292
3,1781,20,305
3,1790,20,270
3,1802,17,851
3,1811,20,5242
3,1824,15,63644
3,1835,1,9117
3,1839,18,35114
3,1851,4,671
3,1872,20,1737
3,1882,19,17705
3,1885,15,990
3,1895,18,2237
3,1907,20,778
3,1913,15,27124
3,1949,20,295
3,1960,20,344
3,1964,20,2237
3,1967,19,3157
3,1968,19,305
3,1969,20,270
3,1978,17,6873
3,1984,2,513
3,1990,20,260
3,1991,20,260
3,2018,19,12111
3,2024,17,29206
3,2029,20,270
3,2031,19,270
3,2040,20,14
4,11,20,260
4,13,12,4128
4,17,19,1309
4,21,1,362
4,22,20,270
4,24,17,9356
4,26,15,366
4,40,17,477
4,46,20,1117
4,54,20,671
4,55,20,270
4,58,16,3004
4,59,20,7120
4,65,19,8836
4,71,13,10977
4,73,20,611
4,97,19,41598
4,98,20,305
4,104,20,270
4,135,3,304
4,141,15,14114
4,154,20,270
4,167,20,15
4,168,19,5808
4,180,18,2873
4,181,17,754
4,187,13,1845
4,204,17,469
4,212,19,29
4,213,19,17417
4,216,16,29
4,226,18,13677
4,279,17,16621
4,280,20,14
4,284,18,50145
4,293,16,39280
4,297,17,1845
4,299,16,1845
4,300,18,2720
4,302,17,86
4,333,14,7081
4,345,19,434
4,359,20,223
4,363,15,1246
4,364,20,14
4,368,20,14
4,393,17,1930
4,405,16,76951
4,406,7,3947
4,407,11,20325
4,411,17,1294
4,414,20,223
4,417,19,11718
4,427,13,14800
4,430,18,2254
4,437,19,36967
4,458,17,14
4,461,17,24
4,471,17,223
4,480,19,35859
4,510,17,3184
4,534,18,582
4,549,19,36650
4,553,18,35859
4,560,12,3947
4,564,20,14
4,571,17,929
4,580,13,643
4,582,16,31125
4,586,20,455
4,597,15,260
4,605,19,260
4,622,19,477
4,624,16,366
4,626,20,412
4,628,11,15
4,630,18,15616
4,633,19,41636
4,644,20,304
4,660,16,78951
4,662,19,940
4,665,16,5808
4,668,20,5825
4,672,19,5808
4,673,20,15
4,679,19,15
4,682,20,313
4,689,18,5611
4,700,14,1469
4,704,17,425
4,710,17,7419
4,722,16,223
4,740,18,995
4,742,20,515
4,754,20,69
4,769,19,469
4,770,18,3706
4,787,14,16191
4,795,20,270
4,803,20,270
4,808,20,7963
4,809,20,14
4,815,17,13350
4,816,20,270
4,824,19,70031
4,825,14,22223
4,826,19,603
4,844,20,14
4,847,20,270
4,849,20,7155
4,872,16,304
4,878,19,304
4,881,17,20
4,887,20,14
4,889,20,270
4,893,19,96705
4,907,7,4290
4,919,11,15
4,920,20,260
4,923,9,4885
4,933,18,32106
4,938,18,266
4,943,7,3947
4,953,1,20
4,954,19,11718
4,956,15,13420
4,969,19,223
4,984,15,223
4,992,17,223
4,1014,12,395
4,1015,16,201
4,1017,20,294
4,1027,18,32570
4,1033,16,582
4,1036,17,3184
4,1039,20,65307
4,1051,14,643
4,1064,15,4456
4,1068,17,260
4,1081,18,734
4,1089,18,14
4,1103,13,513
4,1107,19,16
4,1111,19,2231
4,1129,12,27233
4,1139,19,4745
4,1144,20,295
4,1172,19,10460
4,1185,11,2502
4,1186,12,1137
4,1206,13,10527
4,1210,8,8447
4,1215,20,14
4,1249,20,25003
4,1257,20,34173
4,1259,11,15
4,1267,20,20
4,1276,19,260
4,1279,19,469
4,1290,19,2448
4,1291,15,782
4,1292,18,21928
4,1300,15,782
4,1301,18,21928
4,1306,20,5159
4,1307,18,34010
4,1319,16,24323
4,1322,11,15
4,1328,2,943
4,1336,18,33329
4,1359,18,3861
4,1363,19,1142
4,1368,18,7299
4,1369,16,10370
4,1381,16,1309
4,1384,17,9150
4,1388,19,304
4,1396,17,603
4,1399,12,58195
4,1403,16,855
4,1413,19,1142
4,1419,19,305
4,1421,19,4443
4,1424,11,15
4,1434,18,9150
4,1441,8,18194
4,1453,20,304
4,1461,20,304
4,1466,17,1142
4,1471,5,4629
4,1487,17,6948
4,1490,17,2237
4,1495,20,22257
4,1517,11,15
4,1521,19,2915
4,1522,18,16
4,1537,19,2757
4,1543,17,469
4,1554,18,3344
4,1556,14,3344
4,1558,11,15
4,1569,17,14469
4,1575,19,16
4,1585,19,4776
4,1594,20,890
4,1605,15,4218
4,1627,17,566
4,1630,3,304
4,1646,20,19550
4,1654,18,1505
4,1658,19,1499
4,1660,18,396
4,1707,20,603
4,1709,13,14429
4,1710,20,305
4,1720,20,362
4,1761,20,260
4,1773,19,778
4,1774,20,990
4,1776,20,270
4,1790,19,513
4,1795,20,3977
4,1796,19,3977
4,1800,18,305
4,1801,20,270
4,1824,17,1484
4,1847,18,294
4,1864,17,6252
4,1865,20,270
4,1876,19,2731
4,1899,20,19
4,1910,20,14
4,1919,16,6329
4,1921,16,10777
4,1925,1,294
4,1927,20,26826
4,1932,20,5709
4,1940,20,513
4,1953,20,1347
4,1958,20,1059
4,1963,20,671
4,1966,18,17363
4,1969,13,3342
4,1974,20,9421
4,1978,20,260
4,1984,20,455
4,1989,15,366
4,2003,20,305
4,2011,20,270
4,2012,20,4468
4,2018,20,344
4,2023,20,270
4,2034,11,8281
4,2038,20,588
4,2044,20,18
4,2045,18,16
5,1,20,343
5,5,20,8716
5,10,3,4609
5,30,19,27563
5,35,20,270
5,39,16,7451
5,43,15,48714
5,44,19,14
5,50,14,4745
5,52,13,3211
5,64,17,2994
5,65,14,294
5,69,17,53745
5,72,20,16
5,85,16,46871
5,88,20,4082
5,92,19,16382
5,96,18,15
5,101,19,201
5,105,19,16382
5,108,13,105504
5,131,20,270
5,149,1,294
5,157,19,418
5,166,20,41020
5,168,20,16382
5,182,11,4745
5,191,19,295
5,194,15,47041
5,204,20,260
5,210,17,16382
5,227,20,366
5,232,20,3022
5,248,19,344
5,249,16,3989
5,254,20,270
5,257,20,305
5,261,20,52
5,262,9,11
5,265,20,38057
5,296,4,377
5,299,14,48033
5,323,20,1840
5,335,2,7550
5,351,9,3861
5,357,19,38076
5,360,20,270
5,367,20,344
5,368,17,1505
5,382,17,1009
5,389,13,2565
5,395,16,1399
5,399,17,17812
5,406,18,366
5,418,20,270
5,438,16,294
5,441,19,5272
5,465,20,305
5,472,8,27091
5,485,20,1234
5,512,19,270
5,513,17,3197
5,515,13,2565
5,516,19,16
5,518,18,14
5,523,19,5304
5,527,20,12361
5,544,14,7
5,571,19,260
5,576,19,29602
5,583,19,603
5,591,20,344
5,596,19,276
5,602,19,5272
5,610,18,1669
5,616,11,983
5,623,20,270
5,631,20,366
5,638,17,5338
5,661,17,9910
5,662,16,45426
5,670,20,850
5,672,10,1099
5,676,17,8436
5,677,20,362
5,681,20,294
5,685,19,8716
5,698,20,362
5,705,20,9910
5,751,20,270
5,758,17,3810
5,759,16,14
5,762,19,16382
5,788,20,343
5,796,20,366
5,799,10,1099
5,800,17,14406
5,802,20,295
5,816,20,270
5,817,20,16
5,823,20,344
5,832,19,16
5,834,19,588
5,835,15,2070
5,854,20,14799
5,868,1,792
5,873,16,13879
5,878,18,16
5,882,18,16382
5,884,20,16382
5,894,6,12779
5,896,20,611
5,906,16,13879
5,909,20,270
5,911,17,14799
5,917,17,318
5,937,19,16382
5,938,17,16382
5,950,5,13879
5,954,20,611
5,956,20,270
5,969,20,344
5,970,20,260
5,975,20,1009
5,985,18,16382
5,989,1,294
5,994,20,396
5,997,20,270
5,1004,20,295
5,1006,19,20211
5,1010,16,114760
5,1016,18,16
5,1020,6,18560
5,1027,20,270
5,1037,19,16382
5,1038,19,16382
5,1050,20,19
5,1064,18,48033
5,1082,19,223
5,1088,20,515
5,1089,19,4515
5,1090,2,513
5,1102,20,344
5,1112,15,223
5,1122,20,4570
5,1124,18,10957
5,1125,17,396
5,1144,17,12123
5,1156,12,12036
5,1173,13,3615
5,1178,17,294
5,1190,6,12779
5,1196,19,223
5,1203,18,18
5,1206,20,14
5,1209,20,455
5,1216,16,1328
5,1250,14,366
5,1270,20,5939
5,1292,20,14
5,1296,10,14614
5,1306,4,455
5,1319,7,10537
5,1320,17,5939
5,1322,19,603
5,1327,20,3851
5,1334,20,270
5,1342,19,477
5,1350,20,305
5,1351,20,16
5,1354,20,260
5,1357,19,16382
5,1370,20,455
5,1381,20,260
5,1387,20,270
5,1391,20,3283
5,1394,19,16382
5,1398,20,223
5,1413,17,43350
5,1422,17,2953
5,1442,17,7162
5,1447,20,455
5,1450,20,295
5,1451,20,223
5,1458,20,260
5,1465,15,223
5,1489,5,671
5,1494,17,5248
5,1497,20,260
5,1510,20,850
5,1513,17,4282
5,1523,17,18
5,1524,17,16
5,1527,1,294
5,1528,13,4599
5,1532,19,295
5,1533,17,223
5,1538,5,7
5,1545,4,1320
5,1547,20,16
5,1550,19,12890
5,1555,20,344
5,1576,20,270
5,1577,20,260
5,1579,13,18527
5,1593,12,125628
5,1604,1,294
5,1631,14,6651
5,1644,19,62473
5,1652,20,1950
5,1669,9,4499
5,1672,18,26776
5,1678,18,44346
5,1689,20,8716
5,1696,20,260
5,1701,13,851
5,1709,17,851
5,1723,1,14
5,1738,1,4680
5,1746,20,270
5,1747,20,3851
5,1761,1,270
5,1769,19,12890
5,1785,2,294
5,1787,1,14
5,1790,19,477
5,1795,19,14
5,1810,18,20012
5,1818,20,344
5,1825,20,4776
5,1833,10,790
5,1836,16,1505
5,1849,20,412
5,1853,17,1055
5,1856,18,42334
5,1863,20,16
5,1875,17,84390
5,1893,18,270
5,1897,16,16
5,1902,17,270
5,1906,13,513
5,1914,20,344
5,1926,20,7083
5,1936,1,294
5,1991,20,294
5,1997,20,1805
5,2008,17,36618
5,2011,20,377
5,2018,20,455
5,2020,20,260
5,2022,12,16698
5,2025,4,377
5,2033,19,2880
5,2035,20,455
5,2037,18,4609
5,2040,20,344
6,1,20,455
6,11,20,270
6,21,16,1722
6,24,20,455
6,25,20,344
6,69,19,455
6,86,20,270
6,99,18,96109
6,102,20,304
6,107,20,331
6,117,17,14
6,121,19,270
6,124,20,25907
6,130,5,995
6,138,20,2118
6,140,18,304
6,141,19,270
6,143,20,295
6,144,20,16
6,150,20,201
6,155,17,94
6,162,20,201
6,165,20,42187
6,168,20,19
