batch,position,earliest_layer,final_pred
0,1365,20,16
0,1367,18,15256
0,1369,19,295
0,1370,7,5004
0,1382,20,16
0,1386,19,832
0,1389,13,2755
0,1437,1,377
0,1440,18,5865
0,1455,20,603
0,1459,18,29007
0,1462,11,2755
0,1478,18,295
0,1490,13,16765
0,1505,3,10562
0,1515,20,603
0,1516,1,304
0,1518,20,603
0,1537,14,8642
0,1546,13,6808
0,1548,20,455
0,1550,8,1141
0,1569,18,2240
0,1570,19,16
0,1589,17,5381
0,1604,20,260
0,1607,20,362
0,1616,20,477
0,1621,20,260
0,1623,14,10659
0,1631,20,509
0,1632,20,270
0,1652,16,20
0,1653,20,2502
0,1655,18,4063
0,1662,19,2155
0,1678,19,440
0,1679,20,270
0,1689,14,1192
0,1691,15,5381
0,1694,18,1505
0,1698,19,294
0,1706,19,8521
0,1732,8,4063
0,1740,11,3211
0,1750,14,294
0,1756,20,1505
0,1771,17,15844
0,1782,18,20
0,1784,14,855
0,1788,17,5381
0,1789,18,477
0,1794,12,412
0,1810,18,440
0,1813,20,270
0,1817,6,7208
0,1819,16,566
0,1824,19,566
0,1845,20,15
0,1846,20,588
0,1851,19,3417
0,1853,17,3417
0,1857,19,270
0,1858,20,2310
0,1864,20,270
0,1867,20,270
0,1869,20,834
0,1907,19,19
0,1911,20,270
0,1932,19,16
0,1957,18,89271
0,1962,20,270
0,1963,20,1522
0,1977,16,3609
0,1981,17,793
0,1983,20,14
0,1986,20,515
0,2007,19,2333
0,2024,1,294
0,2043,15,23006
0,2045,20,362
0,2047,20,1167
1,8,12,13841
1,11,19,553
1,13,1,223
1,19,18,23807
1,20,20,14
1,31,17,14216
1,34,19,515
1,64,19,881
1,70,19,16
1,86,17,11275
1,101,20,16
1,102,20,270
1,113,16,881
1,115,19,270
1,118,20,28
1,122,18,442
1,125,9,430
1,131,20,16
1,138,17,14
1,139,19,1675
1,144,20,14
1,149,19,25860
1,151,1,671
1,155,20,16
1,158,20,442
1,161,18,294
1,165,20,14
1,174,18,881
1,175,20,881
1,197,19,14
1,198,20,270
1,218,18,8033
1,236,15,1141
1,237,20,14
1,242,10,1047
1,254,20,611
1,267,19,1350
1,273,20,14
1,283,19,396
1,289,20,305
1,309,19,890
1,314,20,477
1,333,16,294
1,335,17,41485
1,348,19,305
1,349,18,2845
1,362,14,550
1,371,19,270
1,382,19,1132
1,389,20,14
1,393,19,798
1,396,20,305
1,413,20,14
1,422,20,14058
1,427,19,366
1,428,20,9026
1,440,15,36181
1,453,11,2428
1,463,16,7232
1,464,17,51206
1,465,14,2428
1,473,1,671
1,479,17,1964
1,483,18,24231
1,485,20,14
1,509,18,566
1,526,14,11
1,528,19,294
1,529,17,3880
1,547,20,14
1,550,20,3460
1,555,20,14
1,565,15,223
1,570,9,24
1,574,17,27
1,576,14,15
1,603,20,14
1,622,20,4013
1,623,19,16
1,642,17,11454
1,643,20,14
1,655,18,16
1,660,17,11454
1,661,1,23
1,666,18,14
1,672,15,223
1,707,6,2382
1,717,20,223
1,724,18,396
1,726,15,7239
1,729,19,3865
1,732,20,14
1,742,20,3459
1,758,20,223
1,764,2,435
1,780,14,15
1,799,10,223
1,818,19,223
1,822,14,15
1,823,19,7232
1,827,2,223
1,834,16,9288
1,842,20,14
1,851,7,108562
1,853,17,3865
1,863,13,1831
1,865,19,14
1,870,14,7239
1,905,20,2845
1,914,1,85
1,920,20,270
1,933,17,51206
1,938,20,455
1,941,1,294
1,946,20,260
1,962,20,14
1,967,20,304
1,969,17,10170
1,972,20,1166
1,974,19,9866
1,983,20,14
1,1015,19,14
1,1020,19,14
1,1024,19,270
1,1045,18,223
1,1047,19,14
1,1050,19,14
1,1051,20,305
1,1056,15,20674
1,1059,19,2010
1,1060,20,223
1,1080,16,10437
1,1089,20,3880
1,1108,17,2173
1,1112,20,270
1,1149,16,26
1,1154,18,18378
1,1163,16,47635
1,1164,20,3729
1,1170,14,1061
1,1186,1,14
1,1189,15,7946
1,1196,18,51206
1,1214,20,8463
1,1215,20,260
1,1216,18,4053
1,1220,13,9642
1,1223,15,4109
1,1228,20,14
1,1236,17,6369
1,1240,20,16
1,1243,17,10437
1,1250,20,396
1,1251,20,270
1,1254,9,1047
1,1255,19,2006
1,1258,15,513
1,1267,19,14
1,1276,17,9866
1,1278,7,428
1,1279,17,51206
1,1281,20,14
1,1287,1,223
1,1288,17,1002
1,1292,17,11251
1,1293,17,18
1,1324,20,14
1,1340,7,468
1,1341,20,515
1,1356,7,6369
1,1357,20,14
1,1364,20,305
1,1370,20,270
1,1374,10,97576
1,1376,20,295
1,1388,20,4109
1,1394,20,14
1,1405,20,1805
1,1407,20,294
1,1421,19,366
1,1423,17,71693
1,1434,20,14
1,1437,20,305
1,1455,20,14
1,1462,17,265
1,1468,19,14
1,1474,20,1166
1,1495,17,4207
1,1497,20,295
1,1505,20,270
1,1506,20,3072
1,1536,20,14
1,1539,20,29417
1,1542,20,515
1,1544,19,554
1,1556,19,305
1,1559,19,1687
1,1586,19,14
1,1588,5,836
1,1589,13,9306
1,1594,20,515
1,1596,20,14
1,1610,19,304
1,1626,1,288
1,1627,20,295
1,1629,20,515
1,1635,15,4747
1,1655,20,2910
1,1656,12,513
1,1663,20,260
1,1673,20,14
1,1678,20,14
1,1682,18,1577
1,1692,4,1559
1,1709,10,63
1,1735,16,1867
1,1745,20,294
1,1751,20,14
1,1753,20,1166
1,1755,9,342
1,1762,14,2154
1,1769,20,223
1,1783,18,1153
1,1784,16,1153
1,1795,19,396
1,1812,18,9353
1,1828,20,344
1,1830,19,270
1,1840,20,515
1,1845,19,5429
1,1848,20,855
1,1852,20,344
1,1858,19,270
1,1866,16,412
1,1883,20,836
1,1886,20,515
1,1898,20,270
1,1925,18,3924
1,1930,3,3584
1,1948,20,14
1,1951,15,4053
1,1952,20,881
1,1954,20,14
1,1956,17,4559
1,1966,20,14
1,1973,19,20070
1,1974,16,396
1,1990,19,304
1,1999,19,2118
1,2016,20,1166
1,2019,1,304
1,2028,15,1970
1,2029,1,304
1,2035,20,4443
1,2037,20,305
1,2044,20,515
2,13,20,14
2,14,20,270
2,17,20,16
2,23,18,553
2,29,16,223
2,30,20,19
2,47,20,3452
2,52,19,270
2,53,19,1167
2,57,18,23332
2,66,19,83969
2,72,15,18
2,75,20,14
2,89,16,4476
2,102,1,304
2,108,8,8095
2,113,15,2352
2,115,19,541
2,131,9,223
2,132,16,19
2,142,15,223
2,166,20,1457
2,168,20,41
2,215,20,270
2,217,12,412
2,234,19,4537
2,243,19,16
2,247,15,6992
2,248,20,305
2,252,20,1167
2,261,20,49605
2,263,14,8095
2,266,17,304
2,273,19,343
2,281,19,491
2,285,16,343
2,292,18,14
2,303,20,460
2,309,18,509
2,312,20,14
2,313,17,1669
2,326,1,294
2,338,20,14
2,358,20,42561
2,369,20,1328
2,380,17,49605
2,401,20,41
2,404,8,223
2,409,17,49605
2,421,1,294
2,427,19,201
2,430,19,201
2,437,8,51269
2,447,19,7366
2,449,15,223
2,459,20,343
2,463,18,16
2,470,1,513
2,472,18,1382
2,473,17,51735
2,476,19,343
2,481,4,307
2,487,19,55459
2,489,20,667
2,513,16,22
2,518,15,223
2,533,19,55459
2,539,20,515
2,561,15,360
2,577,17,2734
2,594,17,19
2,616,8,11
2,627,20,305
2,629,16,881
2,641,20,19
2,646,20,455
2,654,15,881
2,656,19,23332
2,665,20,926
2,685,19,16
2,690,20,294
2,696,20,3157
2,701,14,8095
2,713,19,75
2,717,18,223
2,733,15,7
2,739,1,294
2,743,20,14
2,744,19,16
2,752,1,304
2,761,20,1312
2,763,15,579
2,786,20,16
2,792,15,223
2,796,20,270
2,821,16,75354
2,842,20,223
2,868,20,3157
2,882,19,366
2,889,16,8716
2,890,16,14
2,907,19,14
2,908,18,55459
2,913,19,515
2,918,20,270
2,922,17,55459
2,931,18,8336
2,936,20,270
2,937,20,295
2,944,2,294
2,945,15,223
2,957,19,14037
2,962,20,305
2,973,10,72780
2,981,19,1328
2,983,18,3256
2,984,19,881
2,987,16,304
2,993,17,77161
2,996,16,38
2,1004,7,11
2,1013,15,8095
2,1021,19,12775
2,1026,20,294
2,1027,17,16060
2,1031,12,21261
2,1039,15,343
2,1044,12,754
2,1046,20,55459
2,1057,18,966
2,1058,17,51735
2,1071,20,305
2,1076,19,223
2,1082,16,8491
2,1085,20,14
2,1104,12,223
2,1119,2,455
2,1120,20,373
2,1130,20,14
2,1140,16,881
2,1149,20,406
2,1161,17,6344
2,1163,17,25868
2,1168,20,343
2,1170,15,966
2,1171,17,51735
2,1172,17,360
2,1173,19,4028
2,1184,19,2477
2,1189,17,9989
2,1192,20,19
2,1194,17,2359
2,1205,20,295
2,1226,19,14
2,1235,12,7
2,1249,20,553
2,1254,20,305
2,1268,20,223
2,1271,20,21428
2,1278,20,14
2,1288,13,23
2,1303,20,16
2,1309,15,223
2,1327,18,33952
2,1333,18,16
2,1365,15,77161
2,1369,15,11516
2,1370,17,509
2,1386,15,16985
2,1394,16,104279
2,1395,14,11707
2,1408,16,990
2,1409,20,2236
2,1413,20,343
2,1435,15,881
2,1436,20,4894
2,1443,11,223
2,1446,18,19
2,1457,17,14037
2,1464,14,3441
2,1467,17,83871
2,1475,16,41705
2,1495,14,88
2,1497,9,51269
2,1502,14,270
2,1503,20,5264
2,1524,20,14
2,1525,16,223
2,1528,20,1349
2,1536,20,270
2,1596,1,294
2,1599,20,270
2,1601,18,878
2,1609,20,343
2,1612,20,8091
2,1623,10,11
2,1626,20,305
2,1657,19,601
2,1672,20,881
2,1679,20,14
2,1686,1,294
2,1695,16,16
2,1698,20,5264
2,1722,20,223
2,1723,17,16060
2,1724,18,2225
2,1727,16,16060
2,1732,6,7
2,1734,18,223
2,1737,9,8370
2,1758,20,455
2,1760,20,49605
2,1775,13,304
2,1777,17,601
2,1781,20,4687
2,1790,11,538
2,1794,12,14438
2,1801,16,19
2,1806,12,304
2,1807,15,260
2,1808,17,26059
2,1823,15,710
2,1831,18,16
2,1838,2,3396
2,1841,18,26
2,1849,19,15
2,1853,20,515
2,1854,10,1047
2,1867,17,21487
2,1870,1,671
2,1875,17,75354
2,1884,17,19
2,1888,18,23332
2,1897,17,295
2,1898,19,270
2,1905,20,4687
2,1920,15,327
2,1921,15,22
2,1927,20,24484
2,1928,5,20020
2,1951,20,223
2,1955,15,223
2,1967,17,9006
2,1970,19,49605
2,1981,20,270
2,1983,16,14186
2,1991,9,51269
2,1998,12,304
2,2000,16,26059
2,2001,20,55459
2,2002,17,75354
2,2004,17,15029
2,2008,18,67
2,2029,19,515
2,2033,16,343
2,2036,10,1047
3,0,20,305
3,2,20,305
3,7,20,14
3,18,20,305
3,20,17,53
3,46,20,270
3,48,14,541
3,49,16,28208
3,51,19,18064
3,53,19,541
3,59,16,223
3,68,20,201
3,72,14,91405
3,76,20,778
3,78,20,366
3,82,17,38498
3,88,20,295
3,95,5,628
3,97,18,759
3,102,20,759
3,107,20,4072
3,110,20,11165
3,120,18,566
3,147,17,13111
3,155,20,437
3,162,12,6588
3,164,20,55
3,170,20,14
3,201,17,14
3,243,19,270
3,244,16,21018
3,250,17,13977
3,275,20,344
3,284,20,270
3,287,17,305
3,289,17,25900
3,290,20,1178
3,293,12,22775
3,297,1,1487
3,299,16,20
3,308,13,2755
3,310,18,13977
3,317,19,1082
3,324,1,85
3,333,19,7341
3,336,16,4666
3,339,20,850
3,341,20,782
3,343,20,4047
3,359,20,270
3,372,17,418
3,375,20,14
3,382,19,305
3,390,20,436
3,391,20,344
3,399,20,14
3,418,14,5507
3,423,15,21185
3,424,17,304
3,428,17,782
3,441,19,15805
3,456,20,344
3,462,20,4256
3,465,18,29089
3,474,20,19
3,482,10,995
3,483,14,45952
3,492,19,936
3,494,18,13977
3,495,17,11632
3,499,11,45952
3,501,20,603
3,522,16,305
3,524,18,13137
3,533,1,1487
3,547,17,469
3,551,18,36007
3,555,13,366
3,574,12,2622
3,576,19,1522
3,580,20,755
3,590,17,34095
3,594,11,45881
3,612,13,4011
3,632,19,782
3,638,1,1487
3,645,20,778
3,679,1,1487
3,681,20,1205
3,712,19,16
3,720,1,4935
3,736,20,260
3,737,7,2195
3,741,20,588
3,742,17,782
3,754,20,260
3,759,19,16
3,785,19,2993
3,788,20,14
3,792,20,396
3,798,1,1487
3,817,20,16
3,825,19,16
3,829,20,14
3,850,20,16
3,858,20,28
3,860,8,27
3,869,20,334
3,880,19,420
3,893,20,16
3,916,17,14
3,931,18,31933
3,946,15,27
3,950,14,10
3,958,20,603
3,964,20,380
3,978,15,4256
3,988,18,223
3,989,17,792
3,1000,19,603
3,1003,18,4775
3,1007,16,14
3,1011,20,657
3,1020,20,1668
3,1025,18,792
3,1053,20,327
3,1061,20,28
3,1074,1,19
3,1079,20,16
3,1084,18,14
3,1102,16,294
3,1103,19,7982
3,1105,15,223
3,1114,20,331
3,1118,16,31933
3,1120,16,10454
3,1148,19,46
3,1165,20,14
3,1168,17,7554
3,1172,1,39129
3,1178,19,7053
3,1182,20,270
3,1187,1,304
3,1188,20,8112
3,1206,15,11982
3,1207,20,345
3,1208,19,14
3,1212,19,13977
3,1231,20,16
3,1236,8,792
3,1242,18,10488
3,1245,17,1937
3,1248,19,14
3,1249,17,455
3,1256,17,23910
3,1263,17,14
3,1265,7,643
3,1276,20,455
3,1280,20,392
3,1281,17,45025
3,1287,19,1
3,1303,20,13369
3,1305,20,223
3,1309,20,373
3,1321,20,223
3,1322,7,643
3,1325,20,1
3,1331,17,11982
3,1343,18,16
3,1354,14,18267
3,1364,14,2605
3,1368,15,16
3,1374,20,14
3,1378,18,41129
3,1385,20,16
3,1391,15,8691
3,1392,17,223
3,1403,18,20
3,1411,15,71
3,1418,16,9243
3,1419,20,16
3,1426,19,16
3,1427,12,5726
3,1434,18,643
3,1436,18,14
3,1441,15,2605
3,1442,6,223
3,1444,20,15555
3,1451,20,406
3,1455,20,489
3,1475,20,1788
3,1540,14,2605
3,1544,16,553
3,1549,20,14
3,1552,19,446
3,1553,20,14
3,1569,20,489
3,1570,20,650
3,1574,20,717
3,1580,20,20
3,1591,19,373
3,1603,19,13977
3,1612,20,334
3,1617,19,46556
3,1619,19,37462
3,1630,15,643
3,1639,18,736
3,1665,20,270
3,1666,19,4433
3,1675,15,983
3,1687,19,270
3,1689,20,295
3,1690,19,2038
3,1695,19,455
3,1701,19,1505
3,1713,20,270
3,1732,14,9421
3,1735,20,344
3,1736,20,270
3,1737,18,7527
3,1738,20,1505
3,1743,18,86442
3,1747,17,41723
3,1748,20,201
3,1749,20,15
3,1759,7,6341
3,1780,20,304
3,1781,20,3551
3,1790,16,2041
3,1802,20,436
3,1811,20,1178
3,1824,19,16
3,1835,15,1192
3,1839,18,366
3,1851,16,201
3,1872,13,1055
3,1882,19,17077
3,1885,19,11167
3,1895,18,20
3,1907,1,304
3,1913,20,344
3,1949,19,32768
3,1960,19,16
3,1964,17,41723
3,1967,17,18877
3,1968,19,344
3,1969,18,1505
3,1978,17,5949
3,1984,20,305
3,1990,20,270
3,1991,19,2883
3,2018,18,32768
3,2024,14,18877
3,2029,20,4456
3,2031,18,759
3,2040,5,26170
4,11,18,8521
4,13,16,4468
4,17,18,304
4,21,20,7027
4,22,20,29675
4,24,18,270
4,26,17,8678
4,40,20,11408
4,46,20,16
4,54,20,2859
4,55,19,14
4,58,5,1888
4,59,19,769
4,65,11,201
4,71,20,1762
4,73,18,2455
4,97,20,260
4,98,14,9235
4,104,16,304
4,135,19,362
4,141,12,7186
4,154,20,344
4,167,20,603
4,168,20,406
4,180,15,440
4,181,20,477
4,187,16,2662
4,204,19,588
4,212,20,344
4,213,17,11305
4,216,17,440
4,226,19,14
4,279,20,270
4,280,19,51542
4,284,17,1167
4,293,19,14
4,297,19,51542
4,299,17,611
4,300,7,1688
4,302,16,45641
4,333,20,16
4,345,20,305
4,359,20,305
4,363,14,3939
4,364,12,851
4,368,19,16
4,393,20,5418
4,405,18,16
4,406,17,440
4,407,18,477
4,411,19,16
4,414,20,270
4,417,10,57428
4,427,20,455
4,430,20,270
4,437,16,1066
4,458,19,16
4,461,20,850
4,471,16,25692
4,480,20,304
4,510,19,16
4,534,15,851
4,549,14,2352
4,553,11,23024
4,560,13,1688
4,564,18,57428
4,571,17,538
4,580,20,57428
4,582,19,260
4,586,14,362
4,597,18,23024
4,605,20,304
4,622,20,16440
4,624,20,16
4,626,11,1009
4,628,19,305
4,630,20,344
4,633,16,5288
4,644,20,305
4,660,20,305
4,662,19,304
4,665,11,2359
4,668,19,4735
4,672,13,440
4,673,16,344
4,679,17,16
4,682,20,9495
4,689,18,1635
4,700,17,57428
4,704,20,305
4,710,20,16
4,722,20,14
4,740,20,270
4,742,11,6558
4,754,20,16
4,769,18,23024
4,770,19,344
4,787,20,344
4,795,19,12914
4,803,19,14192
4,808,20,14
4,809,19,6337
4,815,19,45348
4,816,12,3609
4,824,19,20952
4,825,19,34527
4,826,20,344
4,844,18,28106
4,847,20,14
4,849,20,344
4,872,19,16
4,878,20,4500
4,881,17,477
4,887,20,455
4,889,19,46981
4,893,20,44472
4,907,19,16
4,919,19,270
4,920,16,4474
4,923,18,23024
4,933,16,513
4,938,20,304
4,943,1,671
4,953,20,1748
4,954,14,6749
4,956,17,440
4,969,20,455
4,984,16,14011
4,992,15,16
4,1014,20,440
4,1015,20,270
4,1017,16,5901
4,1027,12,14011
4,1033,19,304
4,1036,17,294
4,1039,19,16
4,1051,19,9719
4,1064,6,47910
4,1068,19,72093
4,1081,18,72093
4,1089,20,344
4,1103,20,57428
4,1107,19,18245
4,1111,18,1290
4,1129,20,477
4,1139,20,23024
4,1144,19,588
4,1172,19,16
4,1185,20,2364
4,1186,20,284
4,1206,20,16
4,1210,20,260
4,1215,20,1505
4,1249,15,13768
4,1257,20,16
4,1259,20,270
4,1267,16,2112
4,1276,15,8851
4,1279,20,294
4,1290,1,294
4,1291,20,2333
4,1292,18,4072
4,1300,11,13469
4,1301,20,14
4,1306,20,294
4,1307,16,5909
4,1319,20,9605
4,1322,1,14
4,1328,20,362
4,1336,20,554
4,1359,20,990
4,1363,20,305
4,1368,16,7658
4,1369,18,8622
4,1381,20,344
4,1384,20,362
4,1388,1,14
4,1396,20,294
4,1399,20,9605
4,1403,20,270
4,1413,20,270
4,1419,18,4433
4,1421,20,7391
4,1424,18,304
4,1434,20,1826
4,1441,19,778
4,1453,20,430
4,1461,19,15400
4,1466,20,305
4,1471,20,16
4,1487,20,1855
4,1490,19,2445
4,1495,20,16
4,1517,20,270
4,1521,20,1347
4,1522,19,260
4,1537,19,6543
4,1543,20,4189
4,1554,20,9605
4,1556,18,3342
4,1558,14,808
4,1569,17,294
4,1575,20,260
4,1585,20,2915
4,1594,16,14
4,1605,16,811
4,1627,20,16
4,1630,13,18749
4,1646,19,294
4,1654,20,477
4,1658,1,294
4,1660,14,538
4,1707,19,778
4,1709,13,105750
4,1710,20,270
4,1720,20,305
4,1761,5,412
4,1773,17,7133
4,1774,20,14
4,1776,19,9605
4,1790,19,8213
4,1795,20,366
4,1796,20,260
4,1800,8,32329
4,1801,19,603
4,1824,20,4047
4,1847,20,270
4,1864,15,9624
4,1865,16,27334
4,1876,20,260
4,1899,19,1116
4,1910,20,270
4,1919,15,13526
4,1921,20,2799
4,1925,20,14
4,1927,20,305
4,1932,18,11789
4,1940,20,603
4,1953,16,15074
4,1958,15,33213
4,1963,20,305
4,1966,20,418
4,1969,20,270
4,1974,15,4086
4,1978,17,603
4,1984,15,4183
4,1989,4,3012
4,2003,19,588
4,2011,20,538
4,2012,14,1116
4,2018,20,8444
4,2023,20,344
4,2034,17,469
4,2038,16,8447
4,2044,16,4890
4,2045,15,8444
5,1,20,16
5,5,17,223
5,10,20,270
5,30,1,671
5,35,20,14
5,39,19,11150
5,43,14,3987
5,44,19,396
5,50,2,671
5,52,20,28
5,64,20,396
5,65,19,10677
5,69,1,85
5,72,19,515
5,85,20,294
5,88,14,7348
5,92,18,20450
5,96,8,3384
5,101,20,14374
5,105,18,56119
5,108,7,1375
5,131,3,412
5,149,18,20450
5,157,1,671
5,166,14,25636
5,168,1,1359
5,182,20,270
5,191,20,260
5,194,20,515
5,204,20,671
5,210,19,270
5,227,18,17811
5,232,1,14
5,248,8,11
5,249,16,1256
5,254,16,23
5,257,20,260
5,261,20,11938
5,262,20,117610
5,265,19,28877
5,296,18,4316
5,299,4,638
5,323,3,295
5,335,11,342
5,351,20,1153
5,357,20,1950
5,360,20,2364
5,367,14,538
5,368,19,223
5,382,19,260
5,389,17,36
5,395,4,3459
5,399,5,1911
5,406,20,16
5,418,1,513
5,438,7,2722
5,441,19,983
5,465,6,14349
5,472,20,260
5,485,20,2411
5,512,20,260
5,513,20,223
5,515,20,16
5,516,8,342
5,518,10,1099
5,523,19,304
5,527,17,1928
5,544,20,270
5,571,19,11024
5,576,19,260
5,583,20,294
5,591,5,915
5,596,20,270
5,602,20,16
5,610,20,270
5,616,17,6638
5,623,17,1688
5,631,4,18471
5,638,14,2658
5,661,6,455
5,662,20,11120
5,670,20,270
5,672,14,45639
5,676,20,260
5,677,11,12525
5,681,14,9898
5,685,20,2448
5,698,20,7470
5,705,19,4629
5,751,7,9077
5,758,16,343
5,759,18,3794
5,762,16,3109
5,788,20,11
5,796,17,892
5,799,4,52233
5,800,15,797
5,802,19,270
5,816,18,9495
5,817,20,304
5,823,5,4096
5,832,1,294
5,834,20,1425
5,835,20,430
5,854,20,295
5,868,1,481
5,873,20,8888
5,878,18,513
5,882,20,260
5,884,18,16055
5,894,20,305
5,896,19,16
5,906,1,14
5,909,1,4936
5,911,20,270
5,917,1,294
5,937,18,14
5,938,19,304
5,950,15,3211
5,954,20,48
5,956,20,344
5,969,18,304
5,970,20,270
5,975,3,442
5,985,19,52861
5,989,9,4541
5,994,19,786
5,997,20,305
5,1004,20,7470
5,1006,17,13186
5,1010,1,288
5,1016,19,6628
5,1020,19,7845
5,1027,20,2894
5,1037,20,14
5,1038,1,85
5,1050,14,366
5,1064,19,295
5,1082,19,16
5,1088,16,538
5,1089,12,223
5,1090,19,1349
5,1102,19,295
5,1112,20,270
5,1122,20,305
5,1124,19,16
5,1125,20,455
5,1144,19,1884
5,1156,17,4183
5,1173,1,294
5,1178,19,10998
5,1190,2,1585
5,1196,16,12535
5,1203,20,8888
5,1206,2,273
5,1209,17,1
5,1216,15,10144
5,1250,18,7155
5,1270,20,696
5,1292,19,305
5,1296,1,304
5,1306,19,295
5,1319,15,1623
5,1320,20,14852
5,1322,20,16
5,1327,20,305
5,1334,17,304
5,1342,20,14
5,1350,7,1999
5,1351,17,696
5,1354,10,33
5,1357,20,1438
5,1370,18,304
5,1381,16,342
5,1387,3,943
5,1391,20,1257
5,1394,13,342
5,1398,20,270
5,1413,19,8855
5,1422,13,3939
5,1442,20,1762
5,1447,20,1722
5,1450,19,18537
5,1451,20,1353
5,1458,14,8786
5,1465,20,396
5,1489,13,342
5,1494,6,7591
5,1497,20,7484
5,1510,20,294
5,1513,11,7765
5,1523,8,342
5,1524,20,8855
5,1527,19,611
5,1528,20,270
5,1532,16,678
5,1533,14,2604
5,1538,20,305
5,1545,20,270
5,1547,19,342
5,1550,20,850
5,1555,19,342
5,1576,15,47452
5,1577,19,16
5,1579,19,16
5,1593,18,8855
5,1604,12,86
5,1631,8,342
5,1644,19,43
5,1652,15,34059
5,1669,1,418
5,1672,19,3445
5,1678,1,463
5,1689,1,15
5,1696,17,6204
5,1701,18,5453
5,1709,19,4256
5,1723,19,4933
5,1738,20,344
5,1746,20,5103
5,1747,20,14
5,1761,20,1347
5,1769,15,2604
5,1785,16,14904
5,1787,19,270
5,1790,19,270
5,1795,8,1114
5,1810,16,37855
5,1818,20,305
5,1825,14,6591
5,1833,17,1949
5,1836,19,342
5,1849,19,294
5,1853,19,342
5,1856,20,8855
5,1863,9,430
5,1875,19,890
5,1893,18,790
5,1897,19,811
5,1902,18,4646
5,1906,19,112746
5,1914,16,3244
5,1926,20,16
5,1936,20,8855
5,1991,1,14
5,1997,20,14
5,2008,19,832
5,2011,18,12740
5,2018,19,16
5,2020,20,294
5,2022,19,294
5,2025,17,10836
5,2033,17,566
5,2035,20,16
5,2037,11,32325
5,2040,20,260
6,1,12,1099
6,11,16,936
6,21,17,356
6,24,20,11173
6,25,18,1231
6,69,12,261
6,86,20,223
6,99,19,305
6,102,12,17581
6,107,20,14
6,117,20,260
6,121,19,343
6,124,1,294
6,130,17,294
6,138,20,343
6,140,20,1431
6,141,20,223
6,143,20,1589
6,144,20,223
6,150,18,2463
6,155,12,223
6,162,20,223
6,165,16,223
6,168,20,14
6,170,20,25531
6,171,16,1831
6,174,13,1357
6,183,13,27
6,184,20,14
6,191,1,14
6,197,20,20525
