idx,id,normal_nll,knockout_nll,delta_knockout_minus_normal,normal_tokens,knockout_tokens,normal_answer,knockout_answer
22,tc_298,3.0159430503845215,3.0347652435302734,0.018822193145751953,10,10,Austro-Hungarian Empire (Romania),Austro-Hungarian Empire (Romania)
23,tc_304,8.406975746154785,8.404126167297363,-0.002849578857421875,3,3,Wild Palms,Wild Palms
24,tc_316,3.763871431350708,3.778614044189453,0.014742612838745117,7,7,The Fiddler on the Roof,The Fiddler on the Roof
25,tc_349,3.3203155994415283,3.3225162029266357,0.002200603485107422,6,6,Mutiny on the Bounty,Mutiny on the Bounty
26,tc_379,4.974649906158447,4.9925456047058105,0.01789569854736328,2,2,A person,A person
27,tc_397,4.623056888580322,4.6003899574279785,-0.02266693115234375,7,7,Boojum (disambiguation),Boojum (disambiguation)
28,tc_453,3.6508853435516357,3.6660048961639404,0.015119552612304688,4,4,Jehoshua,Jehoshua
29,tc_455,6.14992094039917,6.184168338775635,0.034247398376464844,7,7,My Posse Don't Do Homework,My Posse Don't Do Homework
30,tc_510,5.215071201324463,5.279183387756348,0.06411218643188477,5,5,Rudolph (disambiguation),Rudolph (disambiguation)
31,tc_515,5.148501873016357,5.155711650848389,0.00720977783203125,6,6,Master Builder (occupation),Master Builder (occupation)
32,tc_517,5.238549709320068,5.260592460632324,0.02204275131225586,2,2,Rudolf Hess,Rudolf Hess
33,tc_518,4.785903453826904,4.751953601837158,-0.033949851989746094,3,3,48 hours,48 hours
34,tc_538,3.1877009868621826,3.2083680629730225,0.020667076110839844,6,6,J. G. Ballard,J. G. Ballard
35,tc_540,2.823066473007202,2.8223583698272705,-0.0007081031799316406,3,3,JAPAN,JAPAN
36,tc_543,4.221834659576416,4.25645112991333,0.03461647033691406,6,6,Rim (basketball),Rim (basketball)
37,tc_559,5.0317463874816895,5.036874771118164,0.005128383636474609,57,57,Medley: Intro Venus / Sugar Sugar / No Reply / I'll Be Back / Drive My Car / Do You Want to Know a Secret / We Can Work It Out / I Should Have Known Better / Nowhere Man / You're Going to Lose That Girl / Stars on 45,Medley: Intro Venus / Sugar Sugar / No Reply / I'll Be Back / Drive My Car / Do You Want to Know a Secret / We Can Work It Out / I Should Have Known Better / Nowhere Man / You're Going to Lose That Girl / Stars on 45
38,tc_561,2.129028558731079,2.1208231449127197,-0.008205413818359375,6,6,"Vancouver, British Columbia, Canada","Vancouver, British Columbia, Canada"
39,tc_564,5.383612632751465,5.38844108581543,0.004828453063964844,4,4,The Kentuckian,The Kentuckian
40,tc_585,5.113282680511475,5.096531391143799,-0.01675128936767578,3,3,Undersea,Undersea
41,tc_586,3.177845001220703,3.1847875118255615,0.0069425106048583984,6,6,"Coventry, Warwickshire","Coventry, Warwickshire"
42,tc_596,4.582455158233643,4.596440315246582,0.013985157012939453,4,4,A manticore,A manticore
43,tc_604,4.5271148681640625,4.516515254974365,-0.010599613189697266,6,6,Cyclopes (disambiguation),Cyclopes (disambiguation)
44,tc_626,3.6549363136291504,3.711179494857788,0.056243181228637695,4,4,Jelly Roll Morton,Jelly Roll Morton
45,tc_635,4.574217796325684,4.55958366394043,-0.014634132385253906,8,8,ISO 3166-1:PE,ISO 3166-1:PE
46,tc_653,5.029344081878662,4.984334945678711,-0.04500913619995117,2,2,27,27
47,tc_657,8.370849609375,8.383005142211914,0.012155532836914062,2,2,Richard Noble,Richard Noble
48,tc_664,3.5192387104034424,3.5131452083587646,-0.006093502044677734,4,4,The Commonwealth of Virginia,The Commonwealth of Virginia
49,tc_665,2.433837652206421,2.5125856399536133,0.07874798774719238,3,3,European Recovery Program,European Recovery Program
