idx,id,normal_nll,knockout_nll,delta_knockout_minus_normal,normal_tokens,knockout_tokens,normal_answer,knockout_answer
44,tc_626,3.4015302658081055,3.4014012813568115,-0.0001289844512939453,4,4,Jelly Roll Morton,Jelly Roll Morton
45,tc_635,4.247886657714844,4.228125095367432,-0.01976156234741211,8,8,ISO 3166-1:PE,ISO 3166-1:PE
46,tc_653,4.263371467590332,4.241976737976074,-0.021394729614257812,2,2,27,27
47,tc_657,9.464094161987305,9.446263313293457,-0.017830848693847656,2,2,Richard Noble,Richard Noble
48,tc_664,2.741518020629883,2.767375946044922,0.025857925415039062,4,4,The Commonwealth of Virginia,The Commonwealth of Virginia
49,tc_665,2.3394699096679688,2.3524932861328125,0.01302337646484375,3,3,European Recovery Program,European Recovery Program
50,tc_672,4.293462753295898,4.309192180633545,0.015729427337646484,7,7,The Crow (2016 film),The Crow (2016 film)
51,tc_678,4.241109371185303,4.228419303894043,-0.012690067291259766,6,6,The Staple Singers,The Staple Singers
52,tc_687,4.007478713989258,4.002429485321045,-0.005049228668212891,6,6,You Shouldn't Touch This,You Shouldn't Touch This
53,tc_690,8.283510208129883,8.314323425292969,0.030813217163085938,4,4,Triumph and Disaster,Triumph and Disaster
54,tc_691,4.213068008422852,4.227561950683594,0.014493942260742188,4,4,Sir Elton John,Sir Elton John
55,tc_704,3.5379908084869385,3.5472488403320312,0.009258031845092773,4,4,The Republic of Angola,The Republic of Angola
56,tc_715,5.111001014709473,5.116915225982666,0.005914211273193359,9,9,Upside Down (Diana Ross song),Upside Down (Diana Ross song)
57,tc_719,5.76687479019165,5.739620208740234,-0.027254581451416016,5,5,Dark Blood (film),Dark Blood (film)
58,tc_723,3.571775197982788,3.5356040000915527,-0.03617119789123535,4,4,David Hockney,David Hockney
59,tc_725,4.395975589752197,4.398383140563965,0.002407550811767578,4,4,St. Columba,St. Columba
60,tc_731,2.5503711700439453,2.550482749938965,0.00011157989501953125,8,8,"Chicago, Illinois, U.S.A.","Chicago, Illinois, U.S.A."
61,tc_759,4.859595775604248,4.874910831451416,0.015315055847167969,6,6,Grand Hotel (disambiguation),Grand Hotel (disambiguation)
62,tc_783,6.183725833892822,6.128793716430664,-0.0549321174621582,2,2,Cartoon,Cartoon
63,tc_812,7.160729885101318,7.156158447265625,-0.004571437835693359,6,6,sarah virginia wade,sarah virginia wade
64,tc_827,7.652891159057617,7.635294437408447,-0.017596721649169922,3,3,"Hagen, Walter","Hagen, Walter"
65,tc_841,3.843778133392334,3.828305244445801,-0.015472888946533203,4,4,The Dominion of Canada,The Dominion of Canada
66,tc_847,4.344338417053223,4.37347936630249,0.029140949249267578,3,3,The Famous Players,The Famous Players
67,tc_866,3.5460855960845947,3.5511209964752197,0.005035400390625,3,3,Sir Edmund Hillary,Sir Edmund Hillary
68,tc_875,3.9411821365356445,3.9442434310913086,0.0030612945556640625,16,16,Chain of Command: The Road from 9/11 to Abu Ghraib,Chain of Command: The Road from 9/11 to Abu Ghraib
69,tc_881,6.020869255065918,6.019594192504883,-0.0012750625610351562,5,5,egyptian jasper,egyptian jasper
70,tc_886,2.971212863922119,2.9737751483917236,0.002562284469604492,4,4,Pepsi Cola,Pepsi Cola
71,tc_888,7.356510162353516,7.3466620445251465,-0.00984811782836914,3,3,"Wilson, Carl","Wilson, Carl"
72,tc_905,6.722381114959717,6.703056335449219,-0.019324779510498047,4,4,richard dawson,richard dawson
73,tc_935,6.323197841644287,6.310232639312744,-0.012965202331542969,3,3,White Shirt,White Shirt
74,tc_938,6.574125289916992,6.587380886077881,0.013255596160888672,2,2,BEAR,BEAR
75,tc_945,4.331883907318115,4.344949245452881,0.013065338134765625,6,6,Millard Fillmore High School,Millard Fillmore High School
76,tc_954,2.9436750411987305,2.9673500061035156,0.023674964904785156,4,4,July 20th,July 20th
77,tc_955,2.6659576892852783,2.653404951095581,-0.012552738189697266,4,4,Brunei Darussalam,Brunei Darussalam
78,tc_962,6.15582799911499,6.111016273498535,-0.04481172561645508,2,2,Photographer,Photographer
79,tc_1004,8.673233032226562,8.673498153686523,0.0002651214599609375,8,8,petula sally olwen clark,petula sally olwen clark
80,tc_1007,3.1968538761138916,3.2224674224853516,0.02561354637145996,3,3,Kiefer Sutherland,Kiefer Sutherland
81,tc_1008,3.3630690574645996,3.341653347015381,-0.02141571044921875,2,2,10,10
82,tc_1009,1.97780179977417,1.9518800973892212,-0.02592170238494873,3,3,The Georgia Peach,The Georgia Peach
83,tc_1020,3.3168115615844727,3.2913246154785156,-0.02548694610595703,4,4,Jimi Hendrix,Jimi Hendrix
84,tc_1023,6.241692543029785,6.2566423416137695,0.014949798583984375,10,10,Perry Mason: The Case of the Defiant Daughter,Perry Mason: The Case of the Defiant Daughter
85,tc_1028,6.0476393699646,6.009913444519043,-0.03772592544555664,4,4,Donny Osmond,Donny Osmond
86,tc_1029,6.695943355560303,6.682150840759277,-0.01379251480102539,7,7,Karma (Mase album),Karma (Mase album)
87,tc_1068,4.256475925445557,4.234400272369385,-0.022075653076171875,5,5,History of beekeeping,History of beekeeping
88,tc_1069,2.5025649070739746,2.4957783222198486,-0.0067865848541259766,4,4,The Commonwealth of Massachusetts,The Commonwealth of Massachusetts
89,tc_1070,4.230583190917969,4.2399373054504395,0.009354114532470703,8,8,ISO 3166-1:LY,ISO 3166-1:LY
90,tc_1098,2.0911333560943604,2.1034884452819824,0.01235508918762207,5,5,Oprah Winfrey,Oprah Winfrey
91,tc_1114,5.3529181480407715,5.367408752441406,0.014490604400634766,3,3,Leonard Nimoy,Leonard Nimoy
92,tc_1115,6.2149810791015625,6.194985866546631,-0.01999521255493164,6,6,Counter Clockwise (film),Counter Clockwise (film)
93,tc_1120,4.546499729156494,4.563807964324951,0.01730823516845703,7,7,Tinker Bell (Disney),Tinker Bell (Disney)
94,tc_1123,1.7459502220153809,1.7433338165283203,-0.002616405487060547,8,8,37th President of the United States,37th President of the United States
95,tc_1124,4.550705432891846,4.558341979980469,0.007636547088623047,6,6,Shine (disambiguation),Shine (disambiguation)
96,tc_1128,4.472255229949951,4.5068840980529785,0.034628868103027344,6,6,The Doorway (film),The Doorway (film)
97,tc_1131,3.8713924884796143,3.8729965686798096,0.0016040802001953125,6,6,The Alien (disambiguation),The Alien (disambiguation)
98,tc_1152,4.448648452758789,4.438594341278076,-0.01005411148071289,3,3,GEORGE,GEORGE
99,tc_1156,3.4810891151428223,3.4698922634124756,-0.01119685173034668,4,4,Ingrid Bergman,Ingrid Bergman
