idx,id,normal_nll,knockout_nll,delta_knockout_minus_normal,normal_tokens,knockout_tokens,normal_answer,knockout_answer
56,2311611,11.471139907836914,11.502303123474121,0.03116321563720703,2,2,song writer,song writer
57,3901091,6.164710521697998,6.192581653594971,0.027871131896972656,3,3,barrister,barrister
58,837389,16.704280853271484,16.712663650512695,0.008382797241210938,1,1,surgeon,surgeon
59,2523400,8.770370483398438,8.794351577758789,0.023981094360351562,2,2,polit.,polit.
60,3275327,8.446477890014648,8.422369003295898,-0.02410888671875,2,2,political leader,political leader
61,1976296,9.431760787963867,9.403430938720703,-0.028329849243164062,2,2,poetess,poetess
62,5052828,11.0931396484375,11.092279434204102,-0.0008602142333984375,2,2,journo,journo
63,5304362,8.642520904541016,8.601757049560547,-0.04076385498046875,2,2,political leader,political leader
64,6110369,8.056707382202148,8.080436706542969,0.023729324340820312,4,4,head-shrinker,head-shrinker
65,6055820,16.70694923400879,16.7101993560791,0.0032501220703125,1,1,composer,composer
66,6384726,7.9080491065979,7.912221908569336,0.004172801971435547,2,2,chemists,chemists
67,4251288,15.208436012268066,15.221216201782227,0.012780189514160156,1,1,philosopher,philosopher
68,1872067,8.616743087768555,8.648139953613281,0.03139686584472656,2,2,political leader,political leader
69,1905981,8.692768096923828,8.70712947845459,0.014361381530761719,3,3,motion picture director,motion picture director
70,4973369,12.287739753723145,12.326578140258789,0.03883838653564453,2,2,journo,journo
71,5582866,14.90418815612793,14.906542778015137,0.0023546218872070312,1,1,economists,economists
72,3154588,9.85511302947998,9.77170181274414,-0.08341121673583984,2,2,actresses,actresses
73,1094065,11.29534912109375,11.315354347229004,0.020005226135253906,2,2,journo,journo
74,3780672,10.49771499633789,10.545578956604004,0.04786396026611328,2,2,actresses,actresses
75,6430975,5.11368465423584,5.101927757263184,-0.01175689697265625,4,4,singer/songwriter,singer/songwriter
76,4244332,9.634923934936523,9.599214553833008,-0.035709381103515625,2,2,actresses,actresses
77,1805806,14.383256912231445,14.332321166992188,-0.05093574523925781,1,1,composer,composer
78,900521,8.817049026489258,8.835705757141113,0.01865673065185547,2,2,political leader,political leader
79,1044970,9.385498046875,9.385025024414062,-0.0004730224609375,2,2,political leader,political leader
80,6042978,10.543299674987793,10.398872375488281,-0.14442729949951172,2,2,actresses,actresses
81,4062418,9.117713928222656,9.079816818237305,-0.03789710998535156,2,2,polit.,polit.
82,6135583,9.760331153869629,9.755743026733398,-0.004588127136230469,2,2,horse trainer,horse trainer
83,177542,10.975112915039062,10.982473373413086,0.0073604583740234375,2,2,journo,journo
84,5571000,6.34332275390625,6.36056661605835,0.01724386215209961,3,3,merchant seaman,merchant seaman
85,5651252,8.501504898071289,8.491435050964355,-0.010069847106933594,2,2,political leader,political leader
86,4265255,8.46519947052002,8.50320053100586,0.038001060485839844,2,2,political leader,political leader
87,4674890,8.193709373474121,8.182286262512207,-0.011423110961914062,3,3,radio hostess,radio hostess
88,3111664,9.045310974121094,9.061055183410645,0.01574420928955078,2,2,theatre director,theatre director
89,1505982,9.26219367980957,9.200531959533691,-0.061661720275878906,2,2,dramatist,dramatist
90,371747,8.815096855163574,8.922804832458496,0.10770797729492188,2,2,political leader,political leader
91,3882000,8.491958618164062,8.505888938903809,0.013930320739746094,2,2,political leader,political leader
92,1056532,8.997854232788086,8.985984802246094,-0.011869430541992188,2,2,graphic designer,graphic designer
93,843797,8.991850852966309,9.00220012664795,0.010349273681640625,2,2,photog,photog
94,5178335,13.279251098632812,13.201284408569336,-0.07796669006347656,2,2,journo,journo
95,1901465,10.287632942199707,10.254379272460938,-0.03325366973876953,2,2,screenwriter,screenwriter
96,5254909,10.356734275817871,10.348219871520996,-0.008514404296875,2,2,actresses,actresses
97,1701577,7.469751358032227,7.483797073364258,0.01404571533203125,3,3,insurrectionist,insurrectionist
98,2951170,9.948713302612305,9.95162296295166,0.0029096603393554688,2,2,poetess,poetess
99,5586772,15.20504093170166,15.226200103759766,0.02115917205810547,1,1,composer,composer
